world today:(2, '北美洲', '8', '美国', 337328, 368079, 0, 19828, 10923, '2.96', 'USA', 'United States of America', 'https://file1.dxycdn.com/2020/0315/553/3402160512808052518-135.json')
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 239, 15, 20, 5, 219, 10, 20200207, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 250, 11, 24, 4, 226, 7, 20200208, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 261, 11, 35, 11, 226, 0, 20200209, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 267, 6, 39, 4, 228, 2, 20200210, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 272, 5, 46, 7, 226, -2, 20200211, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 279, 7, 54, 8, 225, -1, 20200212, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 281, 2, 59, 5, 222, -3, 20200213, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 285, 4, 66, 7, 219, -3, 20200214, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 287, 2, 77, 11, 210, -9, 20200215, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 290, 3, 84, 7, 206, -4, 20200216, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 292, 2, 91, 7, 201, -5, 20200217, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 293, 1, 96, 5, 197, -4, 20200218, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 293, 0, 112, 16, 180, -17, 20200219, 1, 1, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 293, 0, 134, 22, 158, -22, 20200220, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 293, 0, 150, 16, 142, -16, 20200221, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 293, 0, 165, 15, 127, -15, 20200222, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 293, 0, 174, 9, 118, -9, 20200223, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 294, 1, 188, 14, 105, -13, 20200224, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 294, 0, 205, 17, 88, -17, 20200225, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 2, 225, 20, 70, -18, 20200226, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 232, 7, 63, -7, 20200227, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 241, 9, 54, -9, 20200228, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 243, 2, 52, -2, 20200229, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 247, 4, 48, -4, 20200301, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 255, 8, 40, -8, 20200302, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 261, 6, 34, -6, 20200303, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 270, 9, 25, -9, 20200304, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 278, 8, 17, -8, 20200305, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 284, 6, 11, -6, 20200306, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 295, 11, 0, -11, 20200307, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 295, 0, 0, 0, 20200308, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 295, 0, 0, 0, 20200309, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 295, 0, 0, 0, 20200310, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 295, 0, 0, 0, 20200311, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 295, 0, 0, 0, 20200312, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 295, 0, 0, 0, 20200313, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 295, 0, 0, 0, 20200314, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 295, 0, 0, 0, 20200315, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 295, 0, 0, 0, 20200316, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 295, 0, 0, 0, 20200317, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 296, 0, 295, 0, 0, 0, 20200318, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 299, 3, 295, 0, 3, 3, 20200319, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 303, 4, 295, 0, 7, 4, 20200320, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 307, 4, 295, 0, 11, 4, 20200321, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 313, 6, 295, 0, 17, 6, 20200322, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 318, 5, 295, 0, 22, 5, 20200323, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 322, 4, 295, 0, 26, 4, 20200324, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 328, 6, 295, 0, 32, 6, 20200325, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 331, 3, 295, 0, 35, 3, 20200326, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 337, 6, 295, 0, 41, 6, 20200327, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 338, 1, 295, 0, 42, 1, 20200328, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 340, 2, 295, 0, 44, 2, 20200329, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 343, 3, 295, 0, 47, 3, 20200330, 1, 0, 3)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 345, 2, 297, 2, 47, 0, 20200331, 1, 0, 3)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 345, 0, 299, 2, 45, -2, 20200401, 1, 0, 3)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 350, 5, 303, 4, 46, 1, 20200404, 1, 0, 3)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 350, 0, 305, 2, 44, -2, 20200405, 1, 0, 3)
china_history_data:('https://file1.dxycdn.com/2020/0223/744/3398299751673071813-135.json', 351, 1, 305, 0, 45, 1, 20200406, 1, 0, 3)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 5, 5, 0, 0, 5, 5, 20200121, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 10, 5, 0, 0, 10, 5, 20200122, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 43, 33, 1, 1, 42, 32, 20200123, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 62, 19, 1, 0, 61, 19, 20200124, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 104, 42, 1, 0, 103, 42, 20200125, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 128, 24, 1, 0, 127, 24, 20200126, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 173, 45, 1, 0, 172, 45, 20200127, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 296, 123, 3, 2, 293, 121, 20200128, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 428, 132, 4, 1, 424, 131, 20200129, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 537, 109, 9, 5, 528, 104, 20200130, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 599, 62, 15, 6, 584, 56, 20200131, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 661, 62, 23, 8, 638, 54, 20200201, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 724, 63, 36, 13, 688, 50, 20200202, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 829, 105, 48, 12, 781, 93, 20200203, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 895, 66, 63, 15, 832, 51, 20200204, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 954, 59, 81, 18, 873, 41, 20200205, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1006, 52, 98, 17, 908, 35, 20200206, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1048, 42, 127, 29, 921, 13, 20200207, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1075, 27, 173, 46, 902, -19, 20200208, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1092, 17, 201, 28, 891, -11, 20200209, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1117, 25, 250, 49, 867, -24, 20200210, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1131, 14, 279, 29, 852, -15, 20200211, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1145, 14, 327, 48, 818, -34, 20200212, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1155, 10, 367, 40, 788, -30, 20200213, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1162, 7, 409, 42, 753, -35, 20200214, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1167, 5, 437, 28, 730, -23, 20200215, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1171, 4, 470, 33, 701, -29, 20200216, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1172, 1, 514, 44, 658, -43, 20200217, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1173, 1, 544, 30, 629, -29, 20200218, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1175, 2, 609, 65, 566, -63, 20200219, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1203, 28, 647, 38, 555, -11, 20200220, 1, 1, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1205, 2, 694, 47, 510, -45, 20200221, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1205, 0, 729, 35, 475, -35, 20200222, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1205, 0, 765, 36, 439, -36, 20200223, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1205, 0, 794, 29, 410, -29, 20200224, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1205, 0, 814, 20, 390, -20, 20200225, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1205, 0, 881, 67, 323, -67, 20200226, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1205, 0, 943, 62, 261, -62, 20200227, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1205, 0, 987, 44, 217, -44, 20200228, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1205, 0, 1027, 40, 177, -40, 20200229, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1206, 1, 1050, 23, 155, -22, 20200301, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1213, 7, 1074, 24, 138, -17, 20200302, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1213, 0, 1095, 21, 117, -21, 20200303, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1215, 2, 1118, 23, 96, -21, 20200304, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1215, 0, 1141, 23, 73, -23, 20200305, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1215, 0, 1149, 8, 65, -8, 20200306, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1215, 0, 1157, 8, 57, -8, 20200307, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1215, 0, 1170, 13, 44, -13, 20200308, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1215, 0, 1178, 8, 36, -8, 20200309, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1215, 0, 1193, 15, 21, -15, 20200310, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1215, 0, 1197, 4, 17, -4, 20200311, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1215, 0, 1197, 0, 17, 0, 20200312, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1227, 12, 1211, 14, 15, -2, 20200313, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1231, 4, 1211, 0, 19, 4, 20200314, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1231, 0, 1213, 2, 17, -2, 20200315, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1232, 1, 1216, 3, 15, -2, 20200316, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1232, 0, 1216, 0, 15, 0, 20200317, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1233, 1, 1217, 1, 15, 0, 20200318, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1234, 1, 1219, 2, 14, -1, 20200319, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1236, 2, 1219, 0, 16, 2, 20200320, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1237, 1, 1219, 0, 17, 1, 20200321, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1238, 1, 1221, 2, 16, -1, 20200322, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1240, 2, 1221, 0, 18, 2, 20200323, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1241, 1, 1221, 0, 19, 1, 20200324, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1243, 2, 1222, 1, 20, 1, 20200325, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1247, 4, 1222, 0, 24, 4, 20200326, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1251, 4, 1225, 3, 25, 1, 20200327, 1, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1254, 3, 1225, 0, 28, 3, 20200328, 1, 0, 3)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1255, 1, 1225, 0, 29, 1, 20200329, 1, 0, 3)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1257, 2, 1226, 1, 30, 1, 20200330, 1, 0, 3)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1257, 0, 1226, 0, 30, 0, 20200331, 1, 0, 3)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1258, 1, 1228, 2, 29, -1, 20200401, 1, 0, 3)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1263, 5, 1230, 2, 32, 3, 20200404, 1, 0, 3)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1264, 1, 1230, 0, 33, 1, 20200405, 1, 0, 3)
china_history_data:('https://file1.dxycdn.com/2020/0223/537/3398299755968455045-135.json', 1265, 1, 1230, 0, 34, 1, 20200406, 1, 0, 3)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 1, 1, 0, 0, 1, 1, 20200122, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 2, 1, 0, 0, 2, 1, 20200123, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 2, 0, 0, 0, 2, 0, 20200124, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 2, 0, 0, 0, 2, 0, 20200125, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 5, 3, 0, 0, 5, 3, 20200126, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 7, 2, 0, 0, 7, 2, 20200127, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 7, 0, 0, 0, 7, 0, 20200128, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 7, 0, 0, 0, 7, 0, 20200129, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 7, 0, 0, 0, 7, 0, 20200130, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 7, 0, 0, 0, 7, 0, 20200131, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 7, 0, 0, 0, 7, 0, 20200201, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 8, 1, 0, 0, 8, 1, 20200202, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 8, 0, 0, 0, 8, 0, 20200203, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 2, 0, 0, 10, 2, 20200204, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 0, 0, 10, 0, 20200205, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 1, 1, 9, -1, 20200206, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 1, 0, 9, 0, 20200207, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 1, 0, 9, 0, 20200208, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 1, 0, 9, 0, 20200209, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 1, 0, 9, 0, 20200210, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 1, 0, 9, 0, 20200211, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 2, 1, 8, -1, 20200212, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 3, 1, 7, -1, 20200213, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 3, 0, 7, 0, 20200214, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 3, 0, 7, 0, 20200215, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 5, 2, 5, -2, 20200216, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 5, 0, 5, 0, 20200217, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 5, 0, 5, 0, 20200218, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 6, 1, 4, -1, 20200219, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 6, 0, 4, 0, 20200220, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 6, 0, 4, 0, 20200221, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 6, 0, 4, 0, 20200222, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 6, 0, 4, 0, 20200223, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 6, 0, 4, 0, 20200224, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 7, 1, 3, -1, 20200225, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 7, 0, 3, 0, 20200226, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 8, 1, 2, -1, 20200227, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 8, 0, 2, 0, 20200228, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 8, 0, 2, 0, 20200229, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 8, 0, 2, 0, 20200301, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 8, 0, 2, 0, 20200302, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 9, 1, 1, -1, 20200303, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 9, 0, 1, 0, 20200304, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 9, 0, 1, 0, 20200305, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 10, 1, 0, -1, 20200306, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 10, 0, 0, 0, 20200307, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 10, 0, 0, 0, 20200308, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 10, 0, 0, 0, 20200309, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 10, 0, 0, 0, 20200310, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 10, 0, 0, 0, 20200311, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 10, 0, 0, 0, 20200312, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 10, 0, 0, 0, 20200313, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 10, 0, 10, 0, 0, 0, 20200314, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 11, 1, 10, 0, 1, 1, 20200315, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 11, 0, 10, 0, 1, 0, 20200316, 0, 0, 0)
china_history_data:('https://file1.dxycdn.com/2020/0223/840/3398299753820971267-135.json', 13, 2, 10, 0, 3, 2, 20200317, 0, 0, 0)
